https://lnkd.in/e_eq6k9n	https://xebia.com/blog/automate-sensitive-data-protection-with-metadata-driven-masking/
https://lnkd.in/e-qGEVWJ	https://www.atlassian.com/blog/distributed-work/distributed-work-report
https://lnkd.in/e-vF-Rm3	https://events.xebia.com/demand-forecasting-at-scale-on-demand-webinar?utm_campaign=Data%26AI%20%7C%20Q2FY24%20%7C%20Demand%20Forecasting%20%7C%20NL&amp;utm_source=linkedin&amp;utm_medium=social&amp;utm_content=xebia-team
https://lnkd.in/e2bJbrcT	https://xebia.ai/data-literacy-webinar-gl
https://lnkd.in/e2d4aaMX	https://xebia.ai/gl-chatgpt-lysanne
https://lnkd.in/e2GXfDcZ	https://www.hollywoodreporter.com/tv/tv-news/ted-lasso-renewed-season-4-apple-tv-1236163347/
https://lnkd.in/e2K5f2dd	https://hypercritical.co/2023/10/29/apples-blue-ocean
https://lnkd.in/e3NF84Ge	https://www.youtube.com/watch?v=idU9CpBrajA
https://lnkd.in/e4JiVinD	https://matthewrocklin.com/ai-zealotry/
https://lnkd.in/e4jYevR8	https://blog.lanzani.nl/2026/copilot-messes-up-big-time/
https://lnkd.in/e4NAQ-4G	https://arxiv.org/html/2501.00536v1
https://lnkd.in/e4NCdXdh	https://claude.com/claude-in-powerpoint
https://lnkd.in/e5crWBwU	https://pages.xebia.com/data-and-ai/how-to-prioritize-large-language-models-projects-whitepaper
https://lnkd.in/e68N6Mpz	http://localhost:1313/
https://lnkd.in/e6JEUEgm	https://lu.ma/5qrzjz3j?locale=en-GB
https://lnkd.in/e7uwQzFq	https://xebia.ai/europe-tech-summit-gl
https://lnkd.in/e7Y-z9yY	https://hardware.slashdot.org/story/25/10/11/0238213/microsofts-onedrive-begins-testing-face-recognizing-ai-for-photos-for-some-preview-users
https://lnkd.in/e9cipC_t	https://2024.pycon.sk/sk/speakers/yke-rusticus-a-jeroen-overschie.html
https://lnkd.in/e9PZRyq8	https://www.economist.com/business/2025/03/13/western-companies-are-experimenting-with-deepseek
https://lnkd.in/e9XYUPQM	https://xebia.com/books/fundamentals-of-analytics-engineering/
https://lnkd.in/eaCUmBqA	https://slack.com/intl/en-gb/trust/data-management/privacy-principles
https://lnkd.in/eaTZSWzY	https://garymarcus.substack.com/p/elegant-and-powerful-new-result-that
https://lnkd.in/eb5w5asK	https://www.meetup.com/global-hamilton-open-source-user-group-meetup/events/299045499/
https://lnkd.in/ebV2mZfe	https://www.brainfacts.org/neuroscience-in-society/tech-and-the-brain/2024/why-ai-can-push-you-to-make-the-wrong-decision-at-work-090324
https://lnkd.in/ebvHAzgK	https://xebia.com/blog/through-the-looking-glass-exploring-the-wonderland-of-testing-ai-systems/#:~:text=What%20about%20LLMs
https://lnkd.in/ec_NiGzm	https://xebia.ai/gl-at-steven
https://lnkd.in/ec4kAGXX	https://customers.xebia.com/pioneering-grocery-chain-improves-prediction-accuracy-by-5
https://lnkd.in/ecBKAHCe	https://xebia.ai/learning-week-nitin
https://lnkd.in/ecuEqjuH	https://www.meetup.com/data-academy-xebia-data/
https://lnkd.in/eCUpDQxr	https://www.techspot.com/news/104945-ai-coding-assistants-do-not-boost-productivity-or.html
https://lnkd.in/ecw3PFaK	https://xebia.ai/gdf-livestream
https://lnkd.in/eD-K9dga	https://gdg.community.dev/events/details/google-gdg-cloud-belgium-presents-geminight/
https://lnkd.in/edK9fsK8	https://mastodon.social/@mhoye/115742732861618099
https://lnkd.in/edrdfCay	https://bigdatatechwarsaw.eu/webinar-2024/#21st-march-2024:~:text=Self%2Dserve%20orchestration%20of%20dbt%20in%20a%C2%A0Data%20Mesh
https://lnkd.in/ee3B2CXu	https://berthub.eu/articles/posts/cyber-security-pre-war-reality-check/
https://lnkd.in/eec8hH2f	https://www.answer.ai/posts/2024-12-05-introducing-shell-sage.html
https://lnkd.in/eEnvZH9s	https://xebia.com/blog/how-i-learned-to-stop-worrying-and-love-llms
https://lnkd.in/eESqs6Db	https://ai.meta.com/blog/llama-4-multimodal-intelligence/
https://lnkd.in/eeWGivr5	https://xebia.com/blog/genai-automation-opportunity-sde/
https://lnkd.in/eEynRp-M	https://xebia.com/news/xebia-recognized-databricks-benelux-partner/
https://lnkd.in/eEyWDyUK	https://xebia.com/blog/deploy-a-custom-docker-image-on-azure-ml-using-a-blue-green-deployment-with-python/
https://lnkd.in/eF2fwCTG	https://www.youtube.com/watch?v=iNLc3rgFwOw
https://lnkd.in/eF2m4kuH	https://invariantlabs.ai/blog/mcp-github-vulnerability
https://lnkd.in/eFdUiNGe	https://xebia.ai/data-expo-gl
https://lnkd.in/eFFjvkWJ	https://academy.xebia.com/event/winter-school-data-ai-2026/?utm_campaign=29516914-Lead-Gen+%7C+Data%26AI+Academy+%7C+Q1FY26+%7C+Winter+School&amp;utm_source=All_Mrkt_campiagn_WinterSchool&amp;utm_medium=All_Mrkt_campiagn_WinterSchool&amp;utm_term=All_Mrkt_campiagn_WinterSchool&amp;utm_content=All_Mrkt_campiagn_WinterSchool
https://lnkd.in/eFrsgCVQ	https://www.meetup.com/analytics-engineering/events/299910588/
https://lnkd.in/efTsE3by	https://xebia.com/blog/questions-were-tired-of-hearing-why-cant-i-just-query-raw-data/
https://lnkd.in/efy6zKfv	https://www.linkedin.com/login
https://lnkd.in/efyMqYXP	https://xebia.ai/gl-dbt-david
https://lnkd.in/eG9GrQNd	https://blog.lanzani.nl/2026/using-ty-with-the-helix-editor/
https://lnkd.in/eGdd6nJx	https://mathstodon.xyz/@andrewt/112380073199982452
https://lnkd.in/egz4wJnm	https://vimeo.com/805668958
https://lnkd.in/eH-fY9dm	https://pages.xebia.com/future-of-travel-recommendations-webinar-registration
https://lnkd.in/eHEu5d5H	https://xebia.com/blog/uv-the-engineering-secrets-behind-pythons-speed-king/
https://lnkd.in/eHfW6cgW	http://www.antipope.org/charlie/blog-static/2024/04/the-radiant-future-of-1995.html
https://lnkd.in/eHicfhZM	https://www-cdn.anthropic.com/4263b940cabb546aa0e3283f35b686f4f3b2ff47.pdf
https://lnkd.in/eHJJH6Ta	https://xebia.ai/polars-webinar-gl
https://lnkd.in/eHKjW7S5	https://xebia.com/blog/how-i-learned-to-stop-worrying-and-love-llms/
https://lnkd.in/eHsMi77m	https://simonwillison.net/2024/Dec/31/llms-in-2024/
https://lnkd.in/eiDkkDf2	https://support.microsoft.com/en-us/windows/retrace-your-steps-with-recall-aa03f8a0-a78b-4b3e-b0a1-2eb8ac48701c
https://lnkd.in/eifZGf6H	https://world.hey.com/dhh/you-can-t-trust-google-f7d64064
https://lnkd.in/eimRhTre	https://xebia.com/blog/llm-fine-tuning-challenge/
https://lnkd.in/eizqSpi3	https://www.economist.com/business/2023/11/20/how-not-to-motivate-your-employees
https://lnkd.in/ejNTpuAb	https://pages.xebia.com/ai-maturity-journey-white-paper?utm_campaign=Xebia%20Data%20[%E2%80%A6]aturity&amp;utm_source=linkedin&amp;utm_medium=social&amp;utm_content=gio
